cust_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket,risk_flag,risk_level,vintage_days,utilization,collection_strategy
627,41,41501,East,Credit Card,Auto Loan,2020-03-23,132752,95,41629,118715,Charged-off,90+,bad,High,2222,1.1182411658172935,Aggressive
628,23,169309,South,Savings,Personal Loan,2022-06-05,363327,0,24270,481877,Current,Current,good,low,1418,0.7539828628467431,Soft
629,28,47205,North,Savings,Credit Card,2024-01-20,133956,0,13219,235671,Current,Current,good,low,824,0.5684025611976018,Soft
630,59,162012,North,Savings,Personal Loan,2018-10-20,536865,0,21958,486589,Current,Current,good,low,2742,1.1033233385875965,Soft
631,59,148366,South,Savings,Personal Loan,2019-11-15,382609,35,23227,429809,Delinquent,30-60,good,medium,2351,0.8901837793066223,Soft
632,42,87685,North,Current,Mortgage,2019-04-08,689716,10,28500,308506,Delinquent,0-30,good,low,2572,2.2356647844774495,Soft
633,31,87493,South,Savings,Mortgage,2017-10-11,365654,0,25998,138557,Current,Current,good,low,3116,2.6390149902206312,Soft
634,43,99963,East,Credit Card,Mortgage,2023-10-31,667848,120,9070,54511,Charged-off,90+,bad,High,905,12.251618939296655,Aggressive
635,36,75173,South,Loan,Credit Card,2020-02-16,695128,35,11152,422062,Delinquent,30-60,good,medium,2258,1.646980775336325,Soft
636,48,88661,South,Current,Credit Card,2020-08-16,695111,50,27444,312698,Delinquent,30-60,good,medium,2076,2.2229467409449373,Soft
637,55,104234,North,Current,Credit Card,2020-05-27,608282,70,11787,238398,Charged-off,60-90,bad,High,2157,2.551539861911593,Aggressive
638,62,144649,West,Current,Mortgage,2021-11-18,592398,0,48084,346300,Current,Current,good,low,1617,1.7106497256713833,Soft
639,49,136881,South,Loan,Auto Loan,2021-08-06,456031,70,44740,48854,Charged-off,60-90,bad,High,1721,9.334568305563515,Aggressive
640,58,71756,West,Loan,Credit Card,2023-10-27,147719,0,21914,183784,Current,Current,good,low,909,0.8037642014538806,Soft
641,26,187128,East,Current,Mortgage,2017-09-09,724825,20,40686,322973,Delinquent,0-30,good,low,3148,2.24422784567131,Soft
642,34,51795,North,Current,Credit Card,2021-09-11,196854,20,29081,120880,Delinquent,0-30,good,low,1685,1.6285076108537393,Soft
643,49,101827,East,Current,Credit Card,2018-06-28,90831,50,23074,375460,Delinquent,30-60,good,medium,2856,0.2419192457252437,Soft
644,48,90366,East,Credit Card,Personal Loan,2021-02-15,641255,70,10504,428292,Charged-off,60-90,bad,High,1893,1.497237865755139,Aggressive
645,30,47156,West,Loan,Credit Card,2024-07-24,515174,120,18638,296710,Charged-off,90+,bad,High,638,1.736287957938728,Aggressive
646,24,164480,East,Credit Card,Personal Loan,2020-04-02,364030,50,21635,101272,Delinquent,30-60,good,medium,2212,3.5945769808041708,Soft
647,44,37138,North,Credit Card,Mortgage,2018-04-06,683165,0,24827,491296,Current,Current,good,low,2939,1.3905364586725721,Soft
648,22,101433,East,Savings,Auto Loan,2020-02-23,5398,70,35589,93447,Charged-off,60-90,bad,High,2251,0.057765364324162356,Aggressive
649,49,121833,West,Savings,Credit Card,2020-04-02,675700,0,34464,223388,Current,Current,good,low,2212,3.024781993661253,Soft
650,45,168428,East,Loan,Auto Loan,2024-04-02,414654,70,48488,221354,Charged-off,60-90,bad,High,751,1.8732618339853808,Aggressive
651,51,166561,South,Loan,Credit Card,2019-12-01,438890,0,4791,29265,Current,Current,good,low,2335,14.997095506577823,Soft
652,35,141399,West,Current,Auto Loan,2023-09-06,44380,70,44539,23045,Charged-off,60-90,bad,High,960,1.9257973530049903,Aggressive
653,58,71865,West,Loan,Mortgage,2023-01-25,305217,0,9870,319226,Current,Current,good,low,1184,0.9561157299217482,Soft
654,53,116119,South,Savings,Mortgage,2023-06-18,143705,50,12599,352191,Delinquent,30-60,good,medium,1040,0.4080314374870454,Soft
655,28,80467,South,Credit Card,Credit Card,2020-07-08,362278,20,19549,450532,Delinquent,0-30,good,low,2115,0.804111583638898,Soft
656,60,109516,West,Current,Mortgage,2021-12-31,140401,35,15219,156821,Delinquent,30-60,good,medium,1574,0.8952946352848151,Soft
657,36,146466,West,Savings,Mortgage,2018-12-22,717075,50,10538,254295,Delinquent,30-60,good,medium,2679,2.819854892939303,Soft
658,58,77538,North,Current,Personal Loan,2023-04-11,486148,10,17135,313444,Delinquent,0-30,good,low,1108,1.5509883743188575,Soft
659,64,154643,South,Credit Card,Personal Loan,2018-06-22,388455,0,1110,251322,Current,Current,good,low,2862,1.5456466206698976,Soft
660,61,105502,North,Loan,Auto Loan,2018-07-26,781304,70,4404,301788,Charged-off,60-90,bad,High,2828,2.588916722997601,Aggressive
661,54,198814,East,Loan,Auto Loan,2023-10-06,412392,35,28717,40990,Delinquent,30-60,good,medium,930,10.060795315930715,Soft
662,26,70104,North,Current,Mortgage,2020-09-09,552127,120,5109,336953,Charged-off,90+,bad,High,2052,1.6385875774959713,Aggressive
663,59,74058,North,Savings,Credit Card,2023-08-14,623302,0,36403,190556,Current,Current,good,low,983,3.27096496567938,Soft
664,60,129152,South,Credit Card,Credit Card,2017-12-26,623840,0,18560,344062,Current,Current,good,low,3040,1.8131615813428974,Soft
665,43,106015,South,Current,Mortgage,2025-01-05,794772,0,4960,150630,Current,Current,good,low,473,5.276319458275244,Soft
666,41,61589,East,Current,Auto Loan,2025-02-06,632100,0,2237,137604,Current,Current,good,low,441,4.593616464637656,Soft
667,55,61544,East,Loan,Mortgage,2021-01-01,593259,0,10801,109001,Current,Current,good,low,1938,5.442693186301043,Soft
668,49,59507,West,Current,Personal Loan,2024-05-14,707762,35,14381,416528,Delinquent,30-60,good,medium,709,1.699194291860331,Soft
669,55,25435,South,Loan,Credit Card,2022-01-19,9430,0,10749,105591,Current,Current,good,low,1555,0.08930685380382798,Soft
670,22,189332,West,Credit Card,Credit Card,2021-11-28,445220,35,36847,251789,Delinquent,30-60,good,medium,1607,1.7682265706603546,Soft
671,53,158188,North,Savings,Auto Loan,2017-03-18,189651,10,32523,491512,Delinquent,0-30,good,low,3323,0.38585222741255554,Soft
672,46,38422,North,Credit Card,Credit Card,2017-08-18,311122,10,36110,185008,Delinquent,0-30,good,low,3170,1.681667819769956,Soft
673,64,89599,North,Loan,Auto Loan,2019-12-08,313789,0,11461,47865,Current,Current,good,low,2328,6.555708764232738,Soft
674,52,76220,South,Current,Personal Loan,2017-07-01,141846,50,35673,69200,Delinquent,30-60,good,medium,3218,2.049797687861272,Soft
675,38,47935,North,Savings,Mortgage,2019-03-23,456492,50,12075,336765,Delinquent,30-60,good,medium,2588,1.3555209122088103,Soft
676,54,142331,North,Savings,Auto Loan,2017-03-06,653769,0,23238,168185,Current,Current,good,low,3335,3.8872015934833666,Soft
677,50,59127,South,Credit Card,Mortgage,2024-10-25,129676,70,39685,159918,Charged-off,60-90,bad,High,545,0.8108905814229793,Aggressive
678,64,109427,South,Savings,Credit Card,2023-07-10,32591,120,6706,88800,Charged-off,90+,bad,High,1018,0.3670157657657658,Aggressive
679,43,118273,East,Loan,Personal Loan,2020-12-06,86055,0,10131,278688,Current,Current,good,low,1964,0.30878616947984844,Soft
680,40,104109,East,Loan,Credit Card,2023-01-03,286024,50,32732,316183,Delinquent,30-60,good,medium,1206,0.9046153651524592,Soft
681,43,167659,South,Loan,Mortgage,2021-05-08,345557,120,27231,189423,Charged-off,90+,bad,High,1811,1.8242610453851962,Aggressive
682,60,159131,West,Current,Auto Loan,2018-05-09,365031,0,34616,369229,Current,Current,good,low,2906,0.9886303621871522,Soft
683,28,148242,East,Savings,Personal Loan,2021-02-12,47831,120,45365,254078,Charged-off,90+,bad,High,1896,0.1882532135800817,Aggressive
684,34,87873,South,Savings,Mortgage,2022-04-28,293768,95,29577,292708,Charged-off,90+,bad,High,1456,1.003621356437132,Aggressive
685,43,161286,South,Savings,Personal Loan,2019-10-24,18483,50,28147,405769,Delinquent,30-60,good,medium,2373,0.04555054723253871,Soft
686,34,74425,North,Loan,Personal Loan,2022-02-11,323962,20,26626,139689,Delinquent,0-30,good,low,1532,2.31916614765658,Soft
687,22,46409,East,Savings,Auto Loan,2022-11-28,371415,0,26819,79411,Current,Current,good,low,1242,4.677122816738235,Soft
688,24,37198,North,Savings,Credit Card,2024-11-06,411279,35,24646,231376,Delinquent,30-60,good,medium,533,1.77753526727059,Soft
689,44,110008,East,Current,Credit Card,2020-01-08,500049,20,2990,474960,Delinquent,0-30,good,low,2297,1.0528233956543709,Soft
690,56,102055,North,Current,Credit Card,2024-02-17,188641,0,49736,471280,Current,Current,good,low,796,0.40027372262773725,Soft
691,29,115239,West,Loan,Credit Card,2023-06-10,459562,95,10518,423921,Charged-off,90+,bad,High,1048,1.084074627112127,Aggressive
692,36,151126,West,Savings,Mortgage,2019-05-20,256689,10,22283,225673,Delinquent,0-30,good,low,2530,1.137437797166697,Soft
693,52,157272,West,Savings,Mortgage,2017-05-14,74764,0,7203,69624,Current,Current,good,low,3266,1.0738251177754796,Soft
694,52,85409,West,Savings,Personal Loan,2024-01-06,747818,50,26290,498150,Delinquent,30-60,good,medium,838,1.5011904044966375,Soft
695,47,154399,East,Loan,Mortgage,2021-09-11,719129,0,36501,25329,Current,Current,good,low,1685,28.391527498124677,Soft
696,35,196144,South,Credit Card,Personal Loan,2019-10-13,269774,0,39033,308724,Current,Current,good,low,2384,0.8738355294696881,Soft
697,24,151442,South,Credit Card,Personal Loan,2021-06-28,312772,0,37730,284352,Current,Current,good,low,1760,1.0999465451271664,Soft
698,56,197102,South,Current,Auto Loan,2018-10-20,479159,120,8820,254371,Charged-off,90+,bad,High,2742,1.8837013653285948,Aggressive
699,45,187241,East,Credit Card,Credit Card,2018-05-02,191064,0,39289,302095,Current,Current,good,low,2913,0.6324632979691819,Soft
700,35,48670,South,Savings,Personal Loan,2017-07-14,189890,20,4383,440914,Delinquent,0-30,good,low,3205,0.43067355538721835,Soft
701,32,58236,West,Savings,Auto Loan,2024-06-24,185350,50,5051,356445,Delinquent,30-60,good,medium,668,0.5199960723253236,Soft
702,27,126864,West,Savings,Mortgage,2021-04-21,483234,70,36585,240349,Charged-off,60-90,bad,High,1828,2.0105513232840577,Aggressive
703,56,129011,East,Current,Credit Card,2018-11-04,374463,20,29154,266818,Delinquent,0-30,good,low,2727,1.4034397979146833,Soft
704,44,188113,West,Current,Mortgage,2021-02-17,450339,50,47879,322870,Delinquent,30-60,good,medium,1891,1.3947997646111439,Soft
705,26,35115,East,Loan,Auto Loan,2017-09-01,594584,120,2540,457758,Charged-off,90+,bad,High,3156,1.2989046614149835,Aggressive
706,61,193947,North,Current,Personal Loan,2020-03-16,678837,20,18472,442597,Delinquent,0-30,good,low,2229,1.533758701482387,Soft
707,51,119134,South,Savings,Personal Loan,2018-06-28,292263,0,3951,161539,Current,Current,good,low,2856,1.809241112053436,Soft
708,41,119331,West,Credit Card,Auto Loan,2024-08-26,202912,120,20180,105798,Charged-off,90+,bad,High,605,1.9179190532902324,Aggressive
709,31,176974,West,Loan,Credit Card,2022-07-08,117801,70,2032,425019,Charged-off,60-90,bad,High,1385,0.2771664325594856,Aggressive
710,36,153516,East,Savings,Mortgage,2021-12-04,211720,0,9059,285466,Current,Current,good,low,1601,0.7416645064561104,Soft
711,34,66526,South,Credit Card,Credit Card,2017-05-23,577196,70,25674,247864,Charged-off,60-90,bad,High,3257,2.3286802440047767,Aggressive
712,45,38209,West,Loan,Mortgage,2019-03-01,457796,50,42978,361454,Delinquent,30-60,good,medium,2610,1.266540140654136,Soft
713,34,77279,South,Current,Credit Card,2024-12-29,606950,35,45054,478315,Delinquent,30-60,good,medium,480,1.2689336525093295,Soft
714,58,38535,West,Current,Personal Loan,2022-07-19,625839,20,2742,103977,Delinquent,0-30,good,low,1374,6.019013820364119,Soft
715,38,64864,South,Savings,Auto Loan,2023-10-03,322686,0,44760,480769,Current,Current,good,low,933,0.6711872021698571,Soft
716,34,173621,East,Credit Card,Auto Loan,2019-05-31,613432,50,38354,255745,Delinquent,30-60,good,medium,2519,2.398607988425971,Soft
717,44,71161,South,Loan,Credit Card,2017-06-01,401754,0,34905,403251,Current,Current,good,low,3248,0.9962876719462568,Soft
718,28,143655,West,Credit Card,Auto Loan,2017-02-06,279530,50,24391,390308,Delinquent,30-60,good,medium,3363,0.7161779927646884,Soft
719,45,118422,West,Credit Card,Personal Loan,2019-01-14,644995,50,9926,450987,Delinquent,30-60,good,medium,2656,1.4301853490233642,Soft
720,54,107421,North,Credit Card,Mortgage,2024-09-30,648774,10,15113,352895,Delinquent,0-30,good,low,570,1.8384335283866307,Soft
721,64,42838,South,Loan,Personal Loan,2018-02-15,618497,0,11478,130411,Current,Current,good,low,2989,4.742675081089786,Soft
722,48,119391,West,Loan,Mortgage,2022-01-11,205444,10,16838,272040,Delinquent,0-30,good,low,1563,0.7551977650345537,Soft
723,44,92696,South,Savings,Auto Loan,2017-03-04,674384,0,20580,250191,Current,Current,good,low,3337,2.695476655834942,Soft
724,38,127545,South,Credit Card,Auto Loan,2019-08-18,618011,0,15547,251226,Current,Current,good,low,2440,2.459980256820552,Soft
725,54,126133,South,Loan,Mortgage,2022-07-21,28689,0,49392,279671,Current,Current,good,low,1372,0.10258124725123449,Soft
726,62,53959,West,Loan,Credit Card,2018-02-23,147336,10,1975,153206,Delinquent,0-30,good,low,2981,0.9616855736720494,Soft
727,23,139244,South,Current,Auto Loan,2017-02-09,529109,0,24705,97355,Current,Current,good,low,3360,5.434841559241949,Soft
728,32,80489,West,Credit Card,Personal Loan,2018-12-06,585787,0,4149,172657,Current,Current,good,low,2695,3.3927787463004684,Soft
729,56,152327,North,Loan,Personal Loan,2021-02-05,428006,35,18983,310223,Delinquent,30-60,good,medium,1903,1.3796720423695212,Soft
730,25,106665,South,Credit Card,Credit Card,2018-07-20,199877,50,17957,457782,Delinquent,30-60,good,medium,2834,0.43662048748094073,Soft
731,39,150032,North,Credit Card,Credit Card,2021-10-05,655993,0,4736,339295,Current,Current,good,low,1661,1.9334001385225246,Soft
732,32,143015,North,Loan,Auto Loan,2021-03-18,258661,35,49345,315725,Delinquent,30-60,good,medium,1862,0.8192604323382691,Soft
733,47,114647,West,Loan,Credit Card,2021-09-14,700856,0,15356,67402,Current,Current,good,low,1682,10.398148422895463,Soft
734,37,70286,North,Current,Personal Loan,2023-12-28,482254,10,25565,454071,Delinquent,0-30,good,low,847,1.0620673859374414,Soft
735,63,176271,West,Loan,Personal Loan,2024-06-04,731914,0,25522,463683,Current,Current,good,low,688,1.5784792627721957,Soft
736,48,106498,West,Savings,Auto Loan,2021-04-15,367142,0,42105,357925,Current,Current,good,low,1834,1.0257512048613537,Soft
737,60,120067,East,Current,Personal Loan,2022-04-08,663132,50,3101,144217,Delinquent,30-60,good,medium,1476,4.598154170451473,Soft
738,42,57541,South,Savings,Personal Loan,2024-04-19,211214,0,5664,131936,Current,Current,good,low,734,1.6008822459374241,Soft
739,30,166441,East,Loan,Personal Loan,2023-01-03,72860,0,23455,336826,Current,Current,good,low,1206,0.21631346748766425,Soft
740,61,80133,East,Loan,Mortgage,2019-10-30,700439,10,3959,411252,Delinquent,0-30,good,low,2367,1.7031868538025348,Soft
741,26,59498,North,Loan,Personal Loan,2024-10-30,159597,70,17501,196334,Charged-off,60-90,bad,High,540,0.8128851854492855,Aggressive
742,37,142046,South,Current,Personal Loan,2021-06-24,88689,20,2976,195853,Delinquent,0-30,good,low,1764,0.45283452385207273,Soft
743,32,75445,West,Loan,Auto Loan,2020-05-01,226697,0,35971,105838,Current,Current,good,low,2183,2.1419244505754076,Soft
744,26,187543,North,Savings,Credit Card,2020-12-04,366567,0,44506,124486,Current,Current,good,low,1966,2.9446443776810245,Soft
745,63,65066,North,Credit Card,Auto Loan,2018-05-15,324371,0,21269,176338,Current,Current,good,low,2900,1.839484399278658,Soft
746,42,101075,East,Loan,Auto Loan,2018-04-26,751470,0,4357,320726,Current,Current,good,low,2919,2.3430280052131724,Soft
747,36,36183,East,Credit Card,Auto Loan,2020-03-03,37065,70,44509,475797,Charged-off,60-90,bad,High,2242,0.07790086948845831,Aggressive
748,24,154570,East,Savings,Auto Loan,2022-10-18,467189,20,46650,322567,Delinquent,0-30,good,low,1283,1.448347165085083,Soft
749,45,42508,West,Current,Credit Card,2020-01-01,403734,95,8628,236793,Charged-off,90+,bad,High,2304,1.7050081716942647,Aggressive
750,53,189413,West,Current,Auto Loan,2021-10-30,206264,35,33358,41158,Delinquent,30-60,good,medium,1636,5.011516594586714,Soft
751,21,169608,East,Current,Auto Loan,2018-08-23,123981,0,25625,244276,Current,Current,good,low,2800,0.5075447444693707,Soft
752,35,119191,West,Loan,Auto Loan,2020-04-27,462474,70,42496,162039,Charged-off,60-90,bad,High,2187,2.8540906818728824,Aggressive
753,37,172926,West,Credit Card,Personal Loan,2022-04-05,751610,0,3157,202147,Current,Current,good,low,1479,3.7181358120575623,Soft
754,63,168414,West,Loan,Personal Loan,2017-07-11,241918,35,6763,35706,Delinquent,30-60,good,medium,3208,6.775275864000448,Soft
755,39,178819,North,Current,Personal Loan,2024-07-31,661773,0,47596,476164,Current,Current,good,low,631,1.3898005729118539,Soft
756,39,106424,North,Current,Personal Loan,2021-11-28,781329,50,15793,152168,Delinquent,30-60,good,medium,1607,5.13464723200673,Soft
757,40,109171,North,Current,Mortgage,2017-07-12,762111,0,28536,476648,Current,Current,good,low,3207,1.5988968798778134,Soft
758,21,139105,South,Loan,Personal Loan,2021-06-14,246770,50,8002,84312,Delinquent,30-60,good,medium,1774,2.926866875415125,Soft
759,43,151847,West,Current,Mortgage,2024-11-20,726961,70,25477,459775,Charged-off,60-90,bad,High,519,1.5811233755641347,Aggressive
760,36,172199,North,Credit Card,Mortgage,2022-04-09,667664,0,33036,35463,Current,Current,good,low,1475,18.827059188449933,Soft
761,44,60400,West,Savings,Personal Loan,2020-04-12,215006,0,47974,317553,Current,Current,good,low,2202,0.6770712290546775,Soft
762,40,116210,West,Current,Auto Loan,2018-02-18,784277,35,45335,300739,Delinquent,30-60,good,medium,2986,2.60783270543561,Soft
763,35,48837,West,Savings,Personal Loan,2019-04-17,569502,35,11619,350493,Delinquent,30-60,good,medium,2563,1.6248598402821168,Soft
764,44,142777,West,Current,Mortgage,2018-08-25,311739,0,12184,415342,Current,Current,good,low,2798,0.7505597796514679,Soft
765,57,42913,North,Credit Card,Mortgage,2022-04-08,8630,20,19101,356104,Delinquent,0-30,good,low,1476,0.02423449329409386,Soft
766,61,86695,North,Savings,Mortgage,2023-02-12,102732,70,17628,313231,Charged-off,60-90,bad,High,1166,0.3279752004111981,Aggressive
767,53,116492,North,Current,Personal Loan,2022-02-11,730326,20,40783,275521,Delinquent,0-30,good,low,1532,2.6507090203650536,Soft
768,52,74293,East,Current,Personal Loan,2021-10-29,442047,0,39743,320368,Current,Current,good,low,1637,1.3798100933925985,Soft
769,51,140904,East,Current,Credit Card,2025-02-08,99459,70,34238,231644,Charged-off,60-90,bad,High,439,0.4293614339244703,Aggressive
770,35,171314,East,Loan,Mortgage,2017-12-04,11801,0,19017,105974,Current,Current,good,low,3062,0.11135750278370166,Soft
771,21,164182,East,Loan,Personal Loan,2021-10-04,190293,20,25892,393123,Delinquent,0-30,good,low,1662,0.484054608862875,Soft
772,32,78339,West,Loan,Credit Card,2021-06-23,410016,70,32993,90494,Charged-off,60-90,bad,High,1765,4.530863924680089,Aggressive
773,55,64712,West,Savings,Mortgage,2019-08-25,602592,70,15104,237495,Charged-off,60-90,bad,High,2433,2.5372828901661086,Aggressive
774,57,169548,West,Current,Mortgage,2019-03-01,425584,0,13058,23901,Current,Current,good,low,2610,17.806116898874524,Soft
775,50,67736,West,Current,Personal Loan,2024-10-12,393665,20,7855,325423,Delinquent,0-30,good,low,558,1.2097024488127759,Soft
776,46,174908,North,Savings,Mortgage,2025-01-29,621212,20,27096,328089,Delinquent,0-30,good,low,449,1.8934252596094352,Soft
777,31,124021,West,Loan,Auto Loan,2018-02-02,718926,10,47550,358116,Delinquent,0-30,good,low,3002,2.0075227021412054,Soft
778,52,179703,East,Savings,Mortgage,2022-09-15,283353,120,36112,92185,Charged-off,90+,bad,High,1316,3.0737430167597766,Aggressive
779,22,165200,North,Credit Card,Personal Loan,2018-04-21,543020,0,12175,453012,Current,Current,good,low,2924,1.1986878934774354,Soft
780,30,41680,North,Loan,Personal Loan,2021-12-18,512611,0,39158,217248,Current,Current,good,low,1587,2.3595660259242894,Soft
781,42,97174,East,Loan,Auto Loan,2024-12-25,256506,35,4772,67578,Delinquent,30-60,good,medium,484,3.7957027434964044,Soft
782,29,71913,West,Savings,Mortgage,2022-03-20,438188,50,29238,96132,Delinquent,30-60,good,medium,1495,4.558190820954521,Soft
783,50,177350,North,Loan,Auto Loan,2018-08-28,137944,0,7790,366386,Current,Current,good,low,2795,0.3764991020399251,Soft
784,45,86630,East,Credit Card,Auto Loan,2021-04-01,171955,20,45289,379013,Delinquent,0-30,good,low,1848,0.4536915620308538,Soft
785,41,110813,North,Current,Auto Loan,2022-09-16,593039,0,16783,124332,Current,Current,good,low,1315,4.769801820931056,Soft
786,38,25945,East,Loan,Credit Card,2023-10-18,296945,0,14135,190916,Current,Current,good,low,918,1.5553699008988247,Soft
787,40,121638,South,Loan,Credit Card,2020-04-17,65241,50,34337,163793,Delinquent,30-60,good,medium,2197,0.39831372525077385,Soft
788,60,40692,North,Current,Auto Loan,2024-02-03,469211,70,8310,248784,Charged-off,60-90,bad,High,810,1.8860175895555984,Aggressive
789,36,199945,North,Loan,Personal Loan,2021-08-08,47697,0,49187,156243,Current,Current,good,low,1719,0.3052744762965381,Soft
790,59,110086,West,Current,Mortgage,2025-01-29,142094,50,32091,128441,Delinquent,30-60,good,medium,449,1.1062978332463933,Soft
791,55,172239,East,Savings,Credit Card,2023-01-28,744660,0,31195,270458,Current,Current,good,low,1181,2.7533295373033893,Soft
792,49,136284,East,Credit Card,Auto Loan,2023-04-18,60194,120,15909,358139,Charged-off,90+,bad,High,1101,0.1680744068643739,Aggressive
793,50,144131,South,Credit Card,Credit Card,2021-10-04,129332,0,12586,254929,Current,Current,good,low,1662,0.5073255690800184,Soft
794,23,166660,West,Current,Credit Card,2023-12-31,607457,0,44804,373536,Current,Current,good,low,844,1.6262341514606355,Soft
795,52,50069,West,Credit Card,Credit Card,2018-12-14,636186,0,29018,313537,Current,Current,good,low,2687,2.0290619607893166,Soft
796,34,180258,East,Current,Credit Card,2017-11-27,486393,0,39011,77439,Current,Current,good,low,3069,6.280982450703134,Soft
797,46,117144,North,Savings,Auto Loan,2021-02-26,667867,10,34434,444099,Delinquent,0-30,good,low,1882,1.5038696326719942,Soft
798,25,104520,West,Current,Personal Loan,2022-01-24,628216,0,12982,210338,Current,Current,good,low,1550,2.986697601004098,Soft
799,48,34937,South,Loan,Mortgage,2024-03-02,494591,0,36245,66741,Current,Current,good,low,782,7.410602178570893,Soft
800,28,143189,South,Loan,Mortgage,2019-01-25,403880,35,48140,237722,Delinquent,30-60,good,medium,2645,1.6989592885807792,Soft
801,53,111709,West,Savings,Mortgage,2018-04-19,777778,0,24772,482813,Current,Current,good,low,2926,1.6109301116581367,Soft
802,56,60622,South,Credit Card,Credit Card,2021-06-28,137495,35,42206,113132,Delinquent,30-60,good,medium,1760,1.2153502103737228,Soft
803,33,36355,South,Loan,Credit Card,2022-10-24,730642,35,38591,230974,Delinquent,30-60,good,medium,1277,3.163308424324816,Soft
804,40,123295,East,Current,Credit Card,2023-05-16,689057,50,11773,228121,Delinquent,30-60,good,medium,1073,3.0205767991548345,Soft
805,38,189764,North,Current,Credit Card,2018-10-03,603478,20,15390,496482,Delinquent,0-30,good,low,2759,1.2155083165149996,Soft
806,40,43572,West,Savings,Credit Card,2022-01-31,173845,10,45831,139321,Delinquent,0-30,good,low,1543,1.247801838918756,Soft
807,63,54093,North,Credit Card,Auto Loan,2024-06-10,518971,0,25938,431909,Current,Current,good,low,682,1.2015748687802292,Soft
808,53,198235,South,Savings,Personal Loan,2018-07-06,442077,10,44820,325269,Delinquent,0-30,good,low,2848,1.359111996532101,Soft
809,41,117954,North,Savings,Credit Card,2020-05-12,481401,0,11077,475362,Current,Current,good,low,2172,1.0127040024234162,Soft
810,44,52614,West,Savings,Auto Loan,2022-03-21,478997,0,31842,336444,Current,Current,good,low,1494,1.4237049850792405,Soft
811,48,191591,West,Savings,Credit Card,2024-02-18,69000,0,19864,359168,Current,Current,good,low,795,0.19211065573770492,Soft
812,25,173537,North,Credit Card,Mortgage,2020-08-19,663561,0,49768,31694,Current,Current,good,low,2073,20.936486401211585,Soft
813,50,137972,East,Credit Card,Credit Card,2022-04-13,38284,70,30651,226611,Charged-off,60-90,bad,High,1471,0.16894149004240747,Aggressive
814,63,147789,West,Current,Auto Loan,2018-11-30,396223,20,37671,331284,Delinquent,0-30,good,low,2701,1.196022144142186,Soft
815,44,25795,East,Current,Auto Loan,2023-05-01,96725,35,37116,331386,Delinquent,30-60,good,medium,1088,0.2918801639176067,Soft
816,59,169488,South,Loan,Auto Loan,2022-11-05,280164,0,38982,252119,Current,Current,good,low,1265,1.1112371538836818,Soft
817,34,88417,South,Current,Personal Loan,2021-09-30,591530,0,5612,373841,Current,Current,good,low,1666,1.5823037066560384,Soft
818,56,99665,South,Loan,Mortgage,2018-04-20,56732,70,6177,147562,Charged-off,60-90,bad,High,2925,0.38446212439516947,Aggressive
819,56,163176,South,Loan,Mortgage,2021-05-29,7408,35,12603,393037,Delinquent,30-60,good,medium,1790,0.018848098270646273,Soft
820,46,108098,West,Current,Auto Loan,2020-12-09,723634,0,22957,436923,Current,Current,good,low,1961,1.656204869050153,Soft
821,33,115746,South,Savings,Auto Loan,2023-03-22,261187,10,48004,308385,Delinquent,0-30,good,low,1128,0.8469510514454335,Soft
822,60,41600,East,Savings,Credit Card,2021-02-10,659512,10,22224,146743,Delinquent,0-30,good,low,1898,4.494333630905733,Soft
823,41,189259,North,Credit Card,Auto Loan,2019-12-18,741476,10,1726,114617,Delinquent,0-30,good,low,2318,6.469162515159183,Soft
824,46,139403,West,Savings,Auto Loan,2020-01-20,378935,35,34049,182048,Delinquent,30-60,good,medium,2285,2.0815114695025487,Soft
825,54,179973,South,Loan,Auto Loan,2022-10-28,755417,20,49769,312463,Delinquent,0-30,good,low,1273,2.41762064628452,Soft
826,60,95339,West,Credit Card,Auto Loan,2017-08-20,353862,50,7254,441444,Delinquent,30-60,good,medium,3168,0.8016011090874494,Soft
827,34,120661,West,Credit Card,Mortgage,2021-09-12,17323,0,38447,392808,Current,Current,good,low,1684,0.04410042565324535,Soft
828,41,137324,West,Current,Personal Loan,2019-04-04,638074,70,20342,485343,Charged-off,60-90,bad,High,2576,1.3146867267066795,Aggressive
829,63,149746,East,Loan,Mortgage,2023-06-24,246144,70,37824,347075,Charged-off,60-90,bad,High,1034,0.7091954188575956,Aggressive
830,39,34175,West,Loan,Credit Card,2023-08-23,508299,0,1980,291954,Current,Current,good,low,974,1.741024270946793,Soft
831,32,86122,West,Loan,Auto Loan,2021-01-31,301552,0,41010,72526,Current,Current,good,low,1908,4.1578468411328355,Soft
832,56,73545,South,Current,Auto Loan,2020-08-05,286587,50,19603,184360,Delinquent,30-60,good,medium,2087,1.5544966370145368,Soft
833,50,174743,South,Loan,Mortgage,2022-08-15,445548,10,35956,156895,Delinquent,0-30,good,low,1347,2.839784569297938,Soft
834,64,104306,South,Credit Card,Credit Card,2017-05-31,70283,0,42651,383394,Current,Current,good,low,3249,0.18331794446444127,Soft
835,53,175770,South,Credit Card,Mortgage,2021-04-15,104321,50,7660,145469,Delinquent,30-60,good,medium,1834,0.7171356096487912,Soft
836,64,132057,West,Savings,Mortgage,2019-08-16,131352,0,17984,408348,Current,Current,good,low,2442,0.3216668136001646,Soft
