cust_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket,risk_flag,risk_level,vintage_days,utilization
704,44,188113,West,Current,Mortgage,2021-02-17,450339,50,47879,322870,Delinquent,30-60,good,medium,1891,1.3948
705,26,35115,East,Loan,"Auto Loan",2017-09-01,594584,120,2540,457758,Charged-off,90+,bad,High,3156,1.2989
706,61,193947,North,Current,"Personal Loan",2020-03-16,678837,20,18472,442597,Delinquent,0-30,good,low,2229,1.53376
707,51,119134,South,Savings,"Personal Loan",2018-06-28,292263,0,3951,161539,Current,Current,good,low,2856,1.80924
708,41,119331,West,"Credit Card","Auto Loan",2024-08-26,202912,120,20180,105798,Charged-off,90+,bad,High,605,1.91792
709,31,176974,West,Loan,"Credit Card",2022-07-08,117801,70,2032,425019,Charged-off,60-90,bad,High,1385,0.277166
710,36,153516,East,Savings,Mortgage,2021-12-04,211720,0,9059,285466,Current,Current,good,low,1601,0.741665
711,34,66526,South,"Credit Card","Credit Card",2017-05-23,577196,70,25674,247864,Charged-off,60-90,bad,High,3257,2.32868
712,45,38209,West,Loan,Mortgage,2019-03-01,457796,50,42978,361454,Delinquent,30-60,good,medium,2610,1.26654
713,34,77279,South,Current,"Credit Card",2024-12-29,606950,35,45054,478315,Delinquent,30-60,good,medium,480,1.26893
714,58,38535,West,Current,"Personal Loan",2022-07-19,625839,20,2742,103977,Delinquent,0-30,good,low,1374,6.01901
715,38,64864,South,Savings,"Auto Loan",2023-10-03,322686,0,44760,480769,Current,Current,good,low,933,0.671187
716,34,173621,East,"Credit Card","Auto Loan",2019-05-31,613432,50,38354,255745,Delinquent,30-60,good,medium,2519,2.39861
717,44,71161,South,Loan,"Credit Card",2017-06-01,401754,0,34905,403251,Current,Current,good,low,3248,0.996288
718,28,143655,West,"Credit Card","Auto Loan",2017-02-06,279530,50,24391,390308,Delinquent,30-60,good,medium,3363,0.716178
719,45,118422,West,"Credit Card","Personal Loan",2019-01-14,644995,50,9926,450987,Delinquent,30-60,good,medium,2656,1.43019
720,54,107421,North,"Credit Card",Mortgage,2024-09-30,648774,10,15113,352895,Delinquent,0-30,good,low,570,1.83843
721,64,42838,South,Loan,"Personal Loan",2018-02-15,618497,0,11478,130411,Current,Current,good,low,2989,4.74268
722,48,119391,West,Loan,Mortgage,2022-01-11,205444,10,16838,272040,Delinquent,0-30,good,low,1563,0.755198
723,44,92696,South,Savings,"Auto Loan",2017-03-04,674384,0,20580,250191,Current,Current,good,low,3337,2.69548
724,38,127545,South,"Credit Card","Auto Loan",2019-08-18,618011,0,15547,251226,Current,Current,good,low,2440,2.45998
725,54,126133,South,Loan,Mortgage,2022-07-21,28689,0,49392,279671,Current,Current,good,low,1372,0.102581
726,62,53959,West,Loan,"Credit Card",2018-02-23,147336,10,1975,153206,Delinquent,0-30,good,low,2981,0.961686
727,23,139244,South,Current,"Auto Loan",2017-02-09,529109,0,24705,97355,Current,Current,good,low,3360,5.43484
728,32,80489,West,"Credit Card","Personal Loan",2018-12-06,585787,0,4149,172657,Current,Current,good,low,2695,3.39278
729,56,152327,North,Loan,"Personal Loan",2021-02-05,428006,35,18983,310223,Delinquent,30-60,good,medium,1903,1.37967
730,25,106665,South,"Credit Card","Credit Card",2018-07-20,199877,50,17957,457782,Delinquent,30-60,good,medium,2834,0.43662
731,39,150032,North,"Credit Card","Credit Card",2021-10-05,655993,0,4736,339295,Current,Current,good,low,1661,1.9334
732,32,143015,North,Loan,"Auto Loan",2021-03-18,258661,35,49345,315725,Delinquent,30-60,good,medium,1862,0.81926
733,47,114647,West,Loan,"Credit Card",2021-09-14,700856,0,15356,67402,Current,Current,good,low,1682,10.3981
734,37,70286,North,Current,"Personal Loan",2023-12-28,482254,10,25565,454071,Delinquent,0-30,good,low,847,1.06207
735,63,176271,West,Loan,"Personal Loan",2024-06-04,731914,0,25522,463683,Current,Current,good,low,688,1.57848
736,48,106498,West,Savings,"Auto Loan",2021-04-15,367142,0,42105,357925,Current,Current,good,low,1834,1.02575
737,60,120067,East,Current,"Personal Loan",2022-04-08,663132,50,3101,144217,Delinquent,30-60,good,medium,1476,4.59815
738,42,57541,South,Savings,"Personal Loan",2024-04-19,211214,0,5664,131936,Current,Current,good,low,734,1.60088
739,30,166441,East,Loan,"Personal Loan",2023-01-03,72860,0,23455,336826,Current,Current,good,low,1206,0.216313
740,61,80133,East,Loan,Mortgage,2019-10-30,700439,10,3959,411252,Delinquent,0-30,good,low,2367,1.70319
741,26,59498,North,Loan,"Personal Loan",2024-10-30,159597,70,17501,196334,Charged-off,60-90,bad,High,540,0.812885
742,37,142046,South,Current,"Personal Loan",2021-06-24,88689,20,2976,195853,Delinquent,0-30,good,low,1764,0.452835
743,32,75445,West,Loan,"Auto Loan",2020-05-01,226697,0,35971,105838,Current,Current,good,low,2183,2.14192
744,26,187543,North,Savings,"Credit Card",2020-12-04,366567,0,44506,124486,Current,Current,good,low,1966,2.94464
745,63,65066,North,"Credit Card","Auto Loan",2018-05-15,324371,0,21269,176338,Current,Current,good,low,2900,1.83948
746,42,101075,East,Loan,"Auto Loan",2018-04-26,751470,0,4357,320726,Current,Current,good,low,2919,2.34303
747,36,36183,East,"Credit Card","Auto Loan",2020-03-03,37065,70,44509,475797,Charged-off,60-90,bad,High,2242,0.0779009
748,24,154570,East,Savings,"Auto Loan",2022-10-18,467189,20,46650,322567,Delinquent,0-30,good,low,1283,1.44835
749,45,42508,West,Current,"Credit Card",2020-01-01,403734,95,8628,236793,Charged-off,90+,bad,High,2304,1.70501
750,53,189413,West,Current,"Auto Loan",2021-10-30,206264,35,33358,41158,Delinquent,30-60,good,medium,1636,5.01152
751,21,169608,East,Current,"Auto Loan",2018-08-23,123981,0,25625,244276,Current,Current,good,low,2800,0.507545
752,35,119191,West,Loan,"Auto Loan",2020-04-27,462474,70,42496,162039,Charged-off,60-90,bad,High,2187,2.85409
753,37,172926,West,"Credit Card","Personal Loan",2022-04-05,751610,0,3157,202147,Current,Current,good,low,1479,3.71814
754,63,168414,West,Loan,"Personal Loan",2017-07-11,241918,35,6763,35706,Delinquent,30-60,good,medium,3208,6.77528
755,39,178819,North,Current,"Personal Loan",2024-07-31,661773,0,47596,476164,Current,Current,good,low,631,1.3898
756,39,106424,North,Current,"Personal Loan",2021-11-28,781329,50,15793,152168,Delinquent,30-60,good,medium,1607,5.13465
757,40,109171,North,Current,Mortgage,2017-07-12,762111,0,28536,476648,Current,Current,good,low,3207,1.5989
758,21,139105,South,Loan,"Personal Loan",2021-06-14,246770,50,8002,84312,Delinquent,30-60,good,medium,1774,2.92687
759,43,151847,West,Current,Mortgage,2024-11-20,726961,70,25477,459775,Charged-off,60-90,bad,High,519,1.58112
760,36,172199,North,"Credit Card",Mortgage,2022-04-09,667664,0,33036,35463,Current,Current,good,low,1475,18.8271
761,44,60400,West,Savings,"Personal Loan",2020-04-12,215006,0,47974,317553,Current,Current,good,low,2202,0.677071
762,40,116210,West,Current,"Auto Loan",2018-02-18,784277,35,45335,300739,Delinquent,30-60,good,medium,2986,2.60783
763,35,48837,West,Savings,"Personal Loan",2019-04-17,569502,35,11619,350493,Delinquent,30-60,good,medium,2563,1.62486
764,44,142777,West,Current,Mortgage,2018-08-25,311739,0,12184,415342,Current,Current,good,low,2798,0.75056
765,57,42913,North,"Credit Card",Mortgage,2022-04-08,8630,20,19101,356104,Delinquent,0-30,good,low,1476,0.0242345
766,61,86695,North,Savings,Mortgage,2023-02-12,102732,70,17628,313231,Charged-off,60-90,bad,High,1166,0.327975
767,53,116492,North,Current,"Personal Loan",2022-02-11,730326,20,40783,275521,Delinquent,0-30,good,low,1532,2.65071
768,52,74293,East,Current,"Personal Loan",2021-10-29,442047,0,39743,320368,Current,Current,good,low,1637,1.37981
769,51,140904,East,Current,"Credit Card",2025-02-08,99459,70,34238,231644,Charged-off,60-90,bad,High,439,0.429361
770,35,171314,East,Loan,Mortgage,2017-12-04,11801,0,19017,105974,Current,Current,good,low,3062,0.111358
771,21,164182,East,Loan,"Personal Loan",2021-10-04,190293,20,25892,393123,Delinquent,0-30,good,low,1662,0.484055
772,32,78339,West,Loan,"Credit Card",2021-06-23,410016,70,32993,90494,Charged-off,60-90,bad,High,1765,4.53086
773,55,64712,West,Savings,Mortgage,2019-08-25,602592,70,15104,237495,Charged-off,60-90,bad,High,2433,2.53728
774,57,169548,West,Current,Mortgage,2019-03-01,425584,0,13058,23901,Current,Current,good,low,2610,17.8061
775,50,67736,West,Current,"Personal Loan",2024-10-12,393665,20,7855,325423,Delinquent,0-30,good,low,558,1.2097
776,46,174908,North,Savings,Mortgage,2025-01-29,621212,20,27096,328089,Delinquent,0-30,good,low,449,1.89343
777,31,124021,West,Loan,"Auto Loan",2018-02-02,718926,10,47550,358116,Delinquent,0-30,good,low,3002,2.00752
778,52,179703,East,Savings,Mortgage,2022-09-15,283353,120,36112,92185,Charged-off,90+,bad,High,1316,3.07374
779,22,165200,North,"Credit Card","Personal Loan",2018-04-21,543020,0,12175,453012,Current,Current,good,low,2924,1.19869
780,30,41680,North,Loan,"Personal Loan",2021-12-18,512611,0,39158,217248,Current,Current,good,low,1587,2.35957
781,42,97174,East,Loan,"Auto Loan",2024-12-25,256506,35,4772,67578,Delinquent,30-60,good,medium,484,3.7957
782,29,71913,West,Savings,Mortgage,2022-03-20,438188,50,29238,96132,Delinquent,30-60,good,medium,1495,4.55819
783,50,177350,North,Loan,"Auto Loan",2018-08-28,137944,0,7790,366386,Current,Current,good,low,2795,0.376499
784,45,86630,East,"Credit Card","Auto Loan",2021-04-01,171955,20,45289,379013,Delinquent,0-30,good,low,1848,0.453692
785,41,110813,North,Current,"Auto Loan",2022-09-16,593039,0,16783,124332,Current,Current,good,low,1315,4.7698
786,38,25945,East,Loan,"Credit Card",2023-10-18,296945,0,14135,190916,Current,Current,good,low,918,1.55537
787,40,121638,South,Loan,"Credit Card",2020-04-17,65241,50,34337,163793,Delinquent,30-60,good,medium,2197,0.398314
788,60,40692,North,Current,"Auto Loan",2024-02-03,469211,70,8310,248784,Charged-off,60-90,bad,High,810,1.88602
789,36,199945,North,Loan,"Personal Loan",2021-08-08,47697,0,49187,156243,Current,Current,good,low,1719,0.305274
790,59,110086,West,Current,Mortgage,2025-01-29,142094,50,32091,128441,Delinquent,30-60,good,medium,449,1.1063
791,55,172239,East,Savings,"Credit Card",2023-01-28,744660,0,31195,270458,Current,Current,good,low,1181,2.75333
792,49,136284,East,"Credit Card","Auto Loan",2023-04-18,60194,120,15909,358139,Charged-off,90+,bad,High,1101,0.168074
793,50,144131,South,"Credit Card","Credit Card",2021-10-04,129332,0,12586,254929,Current,Current,good,low,1662,0.507326
794,23,166660,West,Current,"Credit Card",2023-12-31,607457,0,44804,373536,Current,Current,good,low,844,1.62623
795,52,50069,West,"Credit Card","Credit Card",2018-12-14,636186,0,29018,313537,Current,Current,good,low,2687,2.02906
796,34,180258,East,Current,"Credit Card",2017-11-27,486393,0,39011,77439,Current,Current,good,low,3069,6.28098
797,46,117144,North,Savings,"Auto Loan",2021-02-26,667867,10,34434,444099,Delinquent,0-30,good,low,1882,1.50387
798,25,104520,West,Current,"Personal Loan",2022-01-24,628216,0,12982,210338,Current,Current,good,low,1550,2.9867
799,48,34937,South,Loan,Mortgage,2024-03-02,494591,0,36245,66741,Current,Current,good,low,782,7.4106
800,28,143189,South,Loan,Mortgage,2019-01-25,403880,35,48140,237722,Delinquent,30-60,good,medium,2645,1.69896
801,53,111709,West,Savings,Mortgage,2018-04-19,777778,0,24772,482813,Current,Current,good,low,2926,1.61093
802,56,60622,South,"Credit Card","Credit Card",2021-06-28,137495,35,42206,113132,Delinquent,30-60,good,medium,1760,1.21535
803,33,36355,South,Loan,"Credit Card",2022-10-24,730642,35,38591,230974,Delinquent,30-60,good,medium,1277,3.16331
804,40,123295,East,Current,"Credit Card",2023-05-16,689057,50,11773,228121,Delinquent,30-60,good,medium,1073,3.02058
805,38,189764,North,Current,"Credit Card",2018-10-03,603478,20,15390,496482,Delinquent,0-30,good,low,2759,1.21551
806,40,43572,West,Savings,"Credit Card",2022-01-31,173845,10,45831,139321,Delinquent,0-30,good,low,1543,1.2478
807,63,54093,North,"Credit Card","Auto Loan",2024-06-10,518971,0,25938,431909,Current,Current,good,low,682,1.20157
808,53,198235,South,Savings,"Personal Loan",2018-07-06,442077,10,44820,325269,Delinquent,0-30,good,low,2848,1.35911
809,41,117954,North,Savings,"Credit Card",2020-05-12,481401,0,11077,475362,Current,Current,good,low,2172,1.0127
810,44,52614,West,Savings,"Auto Loan",2022-03-21,478997,0,31842,336444,Current,Current,good,low,1494,1.4237
811,48,191591,West,Savings,"Credit Card",2024-02-18,69000,0,19864,359168,Current,Current,good,low,795,0.192111
812,25,173537,North,"Credit Card",Mortgage,2020-08-19,663561,0,49768,31694,Current,Current,good,low,2073,20.9365
813,50,137972,East,"Credit Card","Credit Card",2022-04-13,38284,70,30651,226611,Charged-off,60-90,bad,High,1471,0.168941
814,63,147789,West,Current,"Auto Loan",2018-11-30,396223,20,37671,331284,Delinquent,0-30,good,low,2701,1.19602
815,44,25795,East,Current,"Auto Loan",2023-05-01,96725,35,37116,331386,Delinquent,30-60,good,medium,1088,0.29188
816,59,169488,South,Loan,"Auto Loan",2022-11-05,280164,0,38982,252119,Current,Current,good,low,1265,1.11124
817,34,88417,South,Current,"Personal Loan",2021-09-30,591530,0,5612,373841,Current,Current,good,low,1666,1.5823
818,56,99665,South,Loan,Mortgage,2018-04-20,56732,70,6177,147562,Charged-off,60-90,bad,High,2925,0.384462
819,56,163176,South,Loan,Mortgage,2021-05-29,7408,35,12603,393037,Delinquent,30-60,good,medium,1790,0.0188481
820,46,108098,West,Current,"Auto Loan",2020-12-09,723634,0,22957,436923,Current,Current,good,low,1961,1.6562
821,33,115746,South,Savings,"Auto Loan",2023-03-22,261187,10,48004,308385,Delinquent,0-30,good,low,1128,0.846951
822,60,41600,East,Savings,"Credit Card",2021-02-10,659512,10,22224,146743,Delinquent,0-30,good,low,1898,4.49433
823,41,189259,North,"Credit Card","Auto Loan",2019-12-18,741476,10,1726,114617,Delinquent,0-30,good,low,2318,6.46916
824,46,139403,West,Savings,"Auto Loan",2020-01-20,378935,35,34049,182048,Delinquent,30-60,good,medium,2285,2.08151
825,54,179973,South,Loan,"Auto Loan",2022-10-28,755417,20,49769,312463,Delinquent,0-30,good,low,1273,2.41762
826,60,95339,West,"Credit Card","Auto Loan",2017-08-20,353862,50,7254,441444,Delinquent,30-60,good,medium,3168,0.801601
827,34,120661,West,"Credit Card",Mortgage,2021-09-12,17323,0,38447,392808,Current,Current,good,low,1684,0.0441004
828,41,137324,West,Current,"Personal Loan",2019-04-04,638074,70,20342,485343,Charged-off,60-90,bad,High,2576,1.31469
829,63,149746,East,Loan,Mortgage,2023-06-24,246144,70,37824,347075,Charged-off,60-90,bad,High,1034,0.709195
830,39,34175,West,Loan,"Credit Card",2023-08-23,508299,0,1980,291954,Current,Current,good,low,974,1.74102
831,32,86122,West,Loan,"Auto Loan",2021-01-31,301552,0,41010,72526,Current,Current,good,low,1908,4.15785
832,56,73545,South,Current,"Auto Loan",2020-08-05,286587,50,19603,184360,Delinquent,30-60,good,medium,2087,1.5545
833,50,174743,South,Loan,Mortgage,2022-08-15,445548,10,35956,156895,Delinquent,0-30,good,low,1347,2.83978
834,64,104306,South,"Credit Card","Credit Card",2017-05-31,70283,0,42651,383394,Current,Current,good,low,3249,0.183318
835,53,175770,South,"Credit Card",Mortgage,2021-04-15,104321,50,7660,145469,Delinquent,30-60,good,medium,1834,0.717136
836,64,132057,West,Savings,Mortgage,2019-08-16,131352,0,17984,408348,Current,Current,good,low,2442,0.321667
837,43,46271,East,Current,Mortgage,2020-11-30,599770,0,41716,322678,Current,Current,good,low,1970,1.85873
838,61,93114,North,"Credit Card","Auto Loan",2021-07-06,638761,70,37673,225868,Charged-off,60-90,bad,High,1752,2.82803
839,33,191784,South,"Credit Card","Personal Loan",2024-12-29,752093,50,44113,36984,Delinquent,30-60,good,medium,480,20.3356
840,48,154728,East,Savings,"Personal Loan",2022-07-08,629422,70,31143,181697,Charged-off,60-90,bad,High,1385,3.46413
841,48,60219,East,"Credit Card","Auto Loan",2023-12-06,459957,20,20410,499052,Delinquent,0-30,good,low,869,0.921661
842,39,174111,North,"Credit Card","Personal Loan",2020-10-22,390085,0,32140,289129,Current,Current,good,low,2009,1.34917
843,57,185531,East,Current,"Auto Loan",2018-05-30,198064,10,21132,270059,Delinquent,0-30,good,low,2885,0.73341
844,51,76380,South,Savings,"Credit Card",2024-03-27,10720,0,10355,321257,Current,Current,good,low,757,0.0333689
845,62,177242,North,Loan,"Auto Loan",2017-01-31,142453,35,4469,90042,Delinquent,30-60,good,medium,3369,1.58207
846,59,36039,North,Current,"Personal Loan",2024-03-26,226771,35,14021,39421,Delinquent,30-60,good,medium,758,5.75254
847,37,74083,East,"Credit Card","Personal Loan",2021-03-26,695613,20,22644,305449,Delinquent,0-30,good,low,1854,2.27735
848,48,45269,South,"Credit Card","Auto Loan",2019-09-26,194354,0,18124,181398,Current,Current,good,low,2401,1.07142
849,24,197376,North,Loan,"Auto Loan",2021-01-19,704079,120,48133,456846,Charged-off,90+,bad,High,1920,1.54117
850,26,137302,South,Savings,"Credit Card",2017-12-12,480047,20,16358,365433,Delinquent,0-30,good,low,3054,1.31364
851,39,122467,East,Savings,Mortgage,2018-08-21,148866,20,46715,301850,Delinquent,0-30,good,low,2802,0.493179
852,43,27876,North,Loan,"Personal Loan",2021-08-19,343698,10,41234,145533,Delinquent,0-30,good,low,1708,2.36165
853,60,89530,South,Current,"Credit Card",2023-10-13,667526,35,21495,404929,Delinquent,30-60,good,medium,923,1.6485
854,62,147578,North,Current,"Personal Loan",2019-12-20,252209,120,38118,407776,Charged-off,90+,bad,High,2316,0.618499
855,26,106237,North,Current,"Credit Card",2022-11-08,643317,95,1874,240108,Charged-off,90+,bad,High,1262,2.67928
856,44,62718,North,"Credit Card","Personal Loan",2023-04-12,322097,0,45137,385654,Current,Current,good,low,1107,0.835197
857,42,157974,East,"Credit Card",Mortgage,2017-09-21,12079,10,8840,80008,Delinquent,0-30,good,low,3136,0.150972
858,41,90708,West,Current,Mortgage,2018-10-03,190236,70,15066,50105,Charged-off,60-90,bad,High,2759,3.79675
859,34,153799,North,Current,"Credit Card",2020-07-30,648017,0,22489,52904,Current,Current,good,low,2093,12.2489
860,44,34309,East,"Credit Card","Credit Card",2019-03-31,545236,50,29002,301939,Delinquent,30-60,good,medium,2580,1.80578
861,45,180408,North,Current,"Auto Loan",2022-02-18,360597,50,26263,162751,Delinquent,30-60,good,medium,1525,2.21564
862,37,119056,East,Savings,Mortgage,2021-10-22,697203,0,9130,90691,Current,Current,good,low,1644,7.68768
863,55,137000,North,Savings,"Personal Loan",2018-01-11,143339,0,46618,183745,Current,Current,good,low,3024,0.780097
864,37,195387,North,"Credit Card","Credit Card",2021-07-25,312168,20,15231,179995,Delinquent,0-30,good,low,1733,1.73431
865,48,152795,East,"Credit Card","Credit Card",2018-01-26,685470,0,25248,284021,Current,Current,good,low,3009,2.41345
866,22,183760,West,Loan,"Personal Loan",2022-10-03,488529,35,49978,432565,Delinquent,30-60,good,medium,1298,1.12938
867,54,112291,South,"Credit Card",Mortgage,2017-02-10,315009,120,47197,267478,Charged-off,90+,bad,High,3359,1.1777
868,21,131802,East,Loan,"Credit Card",2021-10-25,520416,35,12214,341615,Delinquent,30-60,good,medium,1641,1.5234
869,23,100579,West,Loan,"Credit Card",2018-06-18,242703,10,5485,165071,Delinquent,0-30,good,low,2866,1.47029
870,42,188702,North,"Credit Card","Credit Card",2019-12-26,287958,10,8318,483344,Delinquent,0-30,good,low,2310,0.595762
871,62,170558,North,Savings,Mortgage,2024-07-13,715656,20,16449,323195,Delinquent,0-30,good,low,649,2.21432
872,24,58598,South,Current,Mortgage,2019-11-07,425444,0,27648,440905,Current,Current,good,low,2359,0.964934
873,35,154790,West,"Credit Card",Mortgage,2017-03-13,329409,10,43902,329393,Delinquent,0-30,good,low,3328,1.00005
874,56,33616,North,Savings,Mortgage,2022-07-10,400307,70,9117,240490,Charged-off,60-90,bad,High,1383,1.66455
875,59,94287,South,Loan,"Auto Loan",2024-03-25,695036,10,4826,317684,Delinquent,0-30,good,low,759,2.18782
876,32,98725,East,Savings,"Personal Loan",2019-08-12,783290,0,24937,345821,Current,Current,good,low,2446,2.26502
877,57,37912,North,Current,"Auto Loan",2020-05-19,697284,50,25795,179946,Delinquent,30-60,good,medium,2165,3.87496
878,61,186676,South,Loan,"Credit Card",2024-04-09,631519,0,24161,481901,Current,Current,good,low,744,1.31047
879,27,144815,East,Loan,"Personal Loan",2018-11-11,276419,120,23078,257170,Charged-off,90+,bad,High,2720,1.07485
880,51,139779,West,Savings,"Credit Card",2017-03-18,224508,0,26121,424467,Current,Current,good,low,3323,0.528917
881,25,181506,West,Current,"Auto Loan",2021-01-04,573480,70,1943,192419,Charged-off,60-90,bad,High,1935,2.98037
882,47,169390,East,Savings,"Auto Loan",2021-01-17,71445,20,33305,367756,Delinquent,0-30,good,low,1922,0.194273
883,45,155859,West,Current,"Personal Loan",2020-10-12,354621,10,33208,288133,Delinquent,0-30,good,low,2019,1.23075
884,37,66771,West,Loan,"Personal Loan",2020-09-18,675337,0,2577,355902,Current,Current,good,low,2043,1.89754
885,48,43137,South,Current,"Auto Loan",2018-03-09,90869,50,15810,88586,Delinquent,30-60,good,medium,2967,1.02577
886,47,155244,South,Savings,Mortgage,2021-11-07,369544,0,15711,266424,Current,Current,good,low,1628,1.38705
887,46,36953,South,"Credit Card","Credit Card",2020-12-30,777374,0,6535,194739,Current,Current,good,low,1940,3.99188
888,49,110499,West,"Credit Card","Auto Loan",2024-08-05,769079,0,49315,246660,Current,Current,good,low,626,3.11797
889,47,71577,East,Current,"Auto Loan",2018-12-08,217523,35,24708,479992,Delinquent,30-60,good,medium,2693,0.45318
890,37,139643,North,Current,"Personal Loan",2020-09-18,67947,0,32280,102856,Current,Current,good,low,2043,0.660603
891,58,84356,South,Savings,"Auto Loan",2020-12-08,142897,0,24633,244172,Current,Current,good,low,1962,0.585231
892,36,61460,West,Current,"Personal Loan",2023-11-14,343761,70,36173,321436,Charged-off,60-90,bad,High,891,1.06945
893,29,117498,South,Loan,Mortgage,2024-05-27,734809,50,30437,417036,Delinquent,30-60,good,medium,696,1.76198
894,52,139124,North,Loan,Mortgage,2024-06-27,739552,0,37892,467770,Current,Current,good,low,665,1.58102
895,21,77734,West,"Credit Card","Personal Loan",2021-11-04,80543,10,31389,96616,Delinquent,0-30,good,low,1631,0.83364
896,29,73535,North,Loan,"Credit Card",2018-06-17,614005,20,26839,266641,Delinquent,0-30,good,low,2867,2.30274
897,27,70177,West,"Credit Card","Personal Loan",2022-12-30,599554,20,39393,52150,Delinquent,0-30,good,low,1210,11.4967
898,64,37088,North,Current,"Auto Loan",2018-04-13,579307,70,13153,225081,Charged-off,60-90,bad,High,2932,2.57377
899,57,147544,East,Current,"Personal Loan",2023-06-23,367303,120,22713,411298,Charged-off,90+,bad,High,1035,0.893034
900,60,167280,North,"Credit Card",Mortgage,2022-03-04,696860,95,23510,63002,Charged-off,90+,bad,High,1511,11.0609
901,26,133500,West,"Credit Card","Personal Loan",2020-08-27,699980,0,8000,111629,Current,Current,good,low,2065,6.27059
902,57,163875,East,"Credit Card","Credit Card",2022-10-04,666072,70,8798,36546,Charged-off,60-90,bad,High,1297,18.2256
903,59,165856,South,Loan,"Personal Loan",2021-05-31,473395,35,31004,391931,Delinquent,30-60,good,medium,1788,1.20785
904,24,138578,East,Loan,"Personal Loan",2019-11-28,380438,0,14448,193550,Current,Current,good,low,2338,1.96558
905,57,199035,East,Loan,Mortgage,2024-02-25,706772,35,9144,217908,Delinquent,30-60,good,medium,788,3.24344
906,30,150799,South,Savings,Mortgage,2022-12-11,233644,0,22612,33198,Current,Current,good,low,1229,7.03789
907,30,130563,West,Savings,"Auto Loan",2017-05-02,770684,0,10708,458756,Current,Current,good,low,3278,1.67994
908,55,197005,East,Loan,"Auto Loan",2020-11-06,95536,50,37462,175368,Delinquent,30-60,good,medium,1994,0.544774
909,28,93031,North,Current,"Credit Card",2023-04-03,746832,0,24291,442198,Current,Current,good,low,1116,1.68891
910,43,161776,North,"Credit Card","Personal Loan",2023-08-23,411748,35,18845,349746,Delinquent,30-60,good,medium,974,1.17728
911,27,32836,East,"Credit Card",Mortgage,2022-03-20,622523,35,12260,81896,Delinquent,30-60,good,medium,1495,7.60138
912,22,174147,North,Savings,"Personal Loan",2019-04-17,181441,120,28165,166146,Charged-off,90+,bad,High,2563,1.09206
913,58,78137,East,Savings,"Personal Loan",2021-04-08,259533,0,4102,134710,Current,Current,good,low,1841,1.92661
914,40,75874,East,Current,"Credit Card",2019-08-28,63977,0,10709,85440,Current,Current,good,low,2430,0.748794
915,51,87450,North,Current,Mortgage,2023-07-22,730010,0,24977,456747,Current,Current,good,low,1006,1.59828
916,50,103638,South,"Credit Card","Personal Loan",2017-09-13,116515,20,14538,123622,Delinquent,0-30,good,low,3144,0.94251
917,45,129150,North,Current,Mortgage,2018-08-25,267590,70,44999,244443,Charged-off,60-90,bad,High,2798,1.09469
918,30,35068,East,Current,"Personal Loan",2022-11-08,502989,50,18144,42991,Delinquent,30-60,good,medium,1262,11.6999
919,37,35327,East,"Credit Card","Personal Loan",2020-01-02,298200,0,9921,338082,Current,Current,good,low,2303,0.882035
920,29,162604,West,Loan,"Credit Card",2021-06-01,208311,95,39995,336195,Charged-off,90+,bad,High,1787,0.619614
921,63,126219,West,Current,"Personal Loan",2022-11-23,22167,120,4514,369681,Charged-off,90+,bad,High,1247,0.0599625
922,52,175355,East,Loan,"Credit Card",2024-09-20,663230,20,41090,428778,Delinquent,0-30,good,low,580,1.54679
923,44,137097,South,Current,"Personal Loan",2023-08-11,570344,10,36601,126398,Delinquent,0-30,good,low,986,4.51229
924,36,113272,East,Current,Mortgage,2024-06-13,488041,10,4187,403780,Delinquent,0-30,good,low,679,1.20868
925,32,63069,West,Loan,"Personal Loan",2023-03-18,192632,70,4087,201442,Charged-off,60-90,bad,High,1132,0.956265
926,55,160214,South,Savings,Mortgage,2022-03-27,766228,0,1002,198491,Current,Current,good,low,1488,3.86027
927,63,89424,West,Savings,"Auto Loan",2024-12-30,578035,50,23177,174000,Delinquent,30-60,good,medium,479,3.32204
928,37,72743,West,Loan,"Personal Loan",2024-11-16,47070,35,39959,86825,Delinquent,30-60,good,medium,523,0.542125
929,49,74324,North,Loan,"Credit Card",2020-11-24,517493,120,6378,61713,Charged-off,90+,bad,High,1976,8.38548
930,56,173653,North,Loan,"Auto Loan",2023-10-22,199524,0,33557,334203,Current,Current,good,low,914,0.597014
931,55,167462,South,Savings,"Credit Card",2024-07-27,450380,120,1589,342765,Charged-off,90+,bad,High,635,1.31396
932,24,172219,South,"Credit Card","Personal Loan",2017-08-03,334487,50,4903,496444,Delinquent,30-60,good,medium,3185,0.673766
933,27,194452,North,Savings,"Credit Card",2017-10-25,470990,10,28599,339997,Delinquent,0-30,good,low,3102,1.38528
934,39,152040,East,Loan,"Credit Card",2022-06-20,58312,70,23511,241534,Charged-off,60-90,bad,High,1403,0.241424
935,48,129779,West,"Credit Card",Mortgage,2023-04-16,641796,10,14404,255488,Delinquent,0-30,good,low,1103,2.51204
936,61,86543,East,Current,Mortgage,2021-01-14,764861,10,5636,399861,Delinquent,0-30,good,low,1925,1.91282
937,42,54891,South,"Credit Card","Auto Loan",2017-05-31,15826,20,11572,305014,Delinquent,0-30,good,low,3249,0.0518861
938,41,73092,West,Current,"Personal Loan",2024-01-18,581832,20,42663,269946,Delinquent,0-30,good,low,826,2.15536
