customer_id,age,income,region,account_type,loan_type,account_open_date,balance,days_past_due,monthly_payment,credit_limit,status,bucket
905,57,199035,East,Loan,Mortgage,2024-02-25,706772,35,9144,217908,Delinquent,30-60
906,30,150799,South,Savings,Mortgage,2022-12-11,233644,0,22612,33198,Current,Current
907,30,130563,West,Savings,Auto Loan,2017-05-02,770684,0,10708,458756,Current,Current
908,55,197005,East,Loan,Auto Loan,2020-11-06,95536,50,37462,175368,Delinquent,30-60
909,28,93031,North,Current,Credit Card,2023-04-03,746832,0,24291,442198,Current,Current
910,43,161776,North,Credit Card,Personal Loan,2023-08-23,411748,35,18845,349746,Delinquent,30-60
911,27,32836,East,Credit Card,Mortgage,2022-03-20,622523,35,12260,81896,Delinquent,30-60
912,22,174147,North,Savings,Personal Loan,2019-04-17,181441,120,28165,166146,Charged-off,90+
913,58,78137,East,Savings,Personal Loan,2021-04-08,259533,0,4102,134710,Current,Current
914,40,75874,East,Current,Credit Card,2019-08-28,63977,0,10709,85440,Current,Current
915,51,87450,North,Current,Mortgage,2023-07-22,730010,0,24977,456747,Current,Current
916,50,103638,South,Credit Card,Personal Loan,2017-09-13,116515,20,14538,123622,Delinquent,0-30
917,45,129150,North,Current,Mortgage,2018-08-25,267590,70,44999,244443,Charged-off,60-90
918,30,35068,East,Current,Personal Loan,2022-11-08,502989,50,18144,42991,Delinquent,30-60
919,37,35327,East,Credit Card,Personal Loan,2020-01-02,298200,0,9921,338082,Current,Current
920,29,162604,West,Loan,Credit Card,2021-06-01,208311,95,39995,336195,Charged-off,90+
921,63,126219,West,Current,Personal Loan,2022-11-23,22167,120,4514,369681,Charged-off,90+
922,52,175355,East,Loan,Credit Card,2024-09-20,663230,20,41090,428778,Delinquent,0-30
923,44,137097,South,Current,Personal Loan,2023-08-11,570344,10,36601,126398,Delinquent,0-30
924,36,113272,East,Current,Mortgage,2024-06-13,488041,10,4187,403780,Delinquent,0-30
925,32,63069,West,Loan,Personal Loan,2023-03-18,192632,70,4087,201442,Charged-off,60-90
926,55,160214,South,Savings,Mortgage,2022-03-27,766228,0,1002,198491,Current,Current
927,63,89424,West,Savings,Auto Loan,2024-12-30,578035,50,23177,174000,Delinquent,30-60
928,37,72743,West,Loan,Personal Loan,2024-11-16,47070,35,39959,86825,Delinquent,30-60
929,49,74324,North,Loan,Credit Card,2020-11-24,517493,120,6378,61713,Charged-off,90+
930,56,173653,North,Loan,Auto Loan,2023-10-22,199524,0,33557,334203,Current,Current
931,55,167462,South,Savings,Credit Card,2024-07-27,450380,120,1589,342765,Charged-off,90+
932,24,172219,South,Credit Card,Personal Loan,2017-08-03,334487,50,4903,496444,Delinquent,30-60
933,27,194452,North,Savings,Credit Card,2017-10-25,470990,10,28599,339997,Delinquent,0-30
934,39,152040,East,Loan,Credit Card,2022-06-20,58312,70,23511,241534,Charged-off,60-90
935,48,129779,West,Credit Card,Mortgage,2023-04-16,641796,10,14404,255488,Delinquent,0-30
936,61,86543,East,Current,Mortgage,2021-01-14,764861,10,5636,399861,Delinquent,0-30
937,42,54891,South,Credit Card,Auto Loan,2017-05-31,15826,20,11572,305014,Delinquent,0-30
938,41,73092,West,Current,Personal Loan,2024-01-18,581832,20,42663,269946,Delinquent,0-30
939,25,62739,South,Savings,Credit Card,2018-08-27,577439,95,16281,229459,Charged-off,90+
940,52,160603,West,Credit Card,Credit Card,2020-03-22,310833,0,13467,51236,Current,Current
941,21,74631,East,Savings,Credit Card,2024-01-11,235183,0,10695,28801,Current,Current
942,40,194110,West,Loan,Mortgage,2022-05-02,318578,50,30984,435534,Delinquent,30-60
943,48,52393,East,Loan,Personal Loan,2022-11-02,163121,120,17769,347830,Charged-off,90+
944,64,113389,East,Credit Card,Credit Card,2021-09-02,77809,95,46522,57784,Charged-off,90+
945,57,161085,West,Credit Card,Mortgage,2018-07-29,358640,70,42693,225039,Charged-off,60-90
946,32,189342,West,Current,Mortgage,2018-01-28,490566,70,12402,228089,Charged-off,60-90
947,38,109891,East,Loan,Mortgage,2021-08-13,237109,50,49118,260145,Delinquent,30-60
948,25,170942,East,Loan,Credit Card,2023-06-16,210836,0,18264,483136,Current,Current
949,51,131448,East,Credit Card,Credit Card,2021-01-29,590202,50,18851,182584,Delinquent,30-60
950,22,160690,South,Credit Card,Personal Loan,2017-07-06,526589,20,23608,233609,Delinquent,0-30
951,29,140480,East,Savings,Personal Loan,2018-05-12,316844,10,9002,492347,Delinquent,0-30
952,22,164188,North,Credit Card,Auto Loan,2019-08-18,585145,0,35926,233546,Current,Current
953,38,159846,South,Current,Credit Card,2017-05-10,495672,70,37786,480988,Charged-off,60-90
954,55,149221,South,Current,Personal Loan,2021-03-29,666301,0,26122,140154,Current,Current
955,64,64161,East,Loan,Auto Loan,2018-12-06,235955,120,2493,289854,Charged-off,90+
956,45,27214,West,Current,Personal Loan,2023-07-13,62533,50,16376,152182,Delinquent,30-60
957,36,108858,North,Loan,Credit Card,2024-03-18,612873,50,30716,207007,Delinquent,30-60
958,61,136105,South,Loan,Auto Loan,2017-09-30,555274,0,44011,368980,Current,Current
959,64,133202,South,Credit Card,Auto Loan,2021-04-16,244873,70,2142,107142,Charged-off,60-90
960,40,142747,West,Loan,Credit Card,2020-10-10,25047,70,25622,346408,Charged-off,60-90
961,24,94031,South,Credit Card,Credit Card,2020-06-20,392783,10,37981,337685,Delinquent,0-30
962,52,107879,West,Savings,Mortgage,2018-10-11,255444,10,25417,430874,Delinquent,0-30
963,40,152857,South,Current,Mortgage,2021-01-03,238914,10,22543,396317,Delinquent,0-30
964,59,190770,East,Credit Card,Auto Loan,2018-07-04,768716,20,29691,447061,Delinquent,0-30
965,35,133300,East,Current,Personal Loan,2017-09-10,382861,35,25491,205852,Delinquent,30-60
966,38,117380,North,Savings,Credit Card,2019-11-04,266199,50,3951,345830,Delinquent,30-60
967,27,198935,West,Savings,Personal Loan,2023-01-30,746536,10,42704,442290,Delinquent,0-30
968,23,67430,East,Loan,Personal Loan,2023-12-21,387203,35,32386,472094,Delinquent,30-60
969,28,108351,West,Current,Credit Card,2021-03-19,49022,0,21145,194322,Current,Current
970,49,105765,South,Savings,Mortgage,2020-04-07,508366,0,34881,274660,Current,Current
971,28,120665,East,Loan,Mortgage,2018-10-13,340976,0,36850,339058,Current,Current
972,21,114958,West,Current,Auto Loan,2019-02-15,163027,0,42796,144429,Current,Current
973,63,169012,West,Credit Card,Personal Loan,2019-07-19,240969,10,40005,400417,Delinquent,0-30
974,41,94586,East,Current,Credit Card,2020-09-07,424282,0,19113,269925,Current,Current
975,59,85445,West,Savings,Mortgage,2022-08-20,281470,0,5149,308660,Current,Current
976,22,113757,East,Loan,Personal Loan,2022-05-16,244981,50,39987,207695,Delinquent,30-60
977,54,69286,West,Loan,Mortgage,2018-11-19,260534,0,5454,202092,Current,Current
978,41,181918,North,Current,Credit Card,2021-02-04,680916,120,26024,99698,Charged-off,90+
979,53,167437,North,Loan,Credit Card,2023-10-07,103917,95,40419,257290,Charged-off,90+
980,59,117452,South,Credit Card,Mortgage,2023-06-29,311727,95,39388,369601,Charged-off,90+
981,60,155456,West,Savings,Auto Loan,2025-03-06,464484,0,27304,333351,Current,Current
982,27,88138,North,Current,Personal Loan,2018-12-08,365581,35,25702,474676,Delinquent,30-60
983,35,34901,South,Loan,Mortgage,2023-02-17,78365,0,47084,407474,Current,Current
984,29,130398,West,Savings,Mortgage,2019-06-16,473693,120,48753,99112,Charged-off,90+
985,50,142008,North,Current,Auto Loan,2018-01-30,777737,0,3422,94306,Current,Current
986,64,97835,South,Current,Personal Loan,2018-05-17,155614,50,47879,370464,Delinquent,30-60
987,37,39210,South,Credit Card,Mortgage,2019-11-09,122829,20,12045,450258,Delinquent,0-30
988,58,169812,West,Current,Auto Loan,2019-05-30,102556,120,7683,268411,Charged-off,90+
989,61,138811,North,Credit Card,Personal Loan,2019-09-22,512326,0,32564,89615,Current,Current
990,59,68122,West,Current,Mortgage,2023-04-26,615712,20,12314,199571,Delinquent,0-30
991,41,86705,North,Credit Card,Auto Loan,2021-12-02,271631,20,36835,450611,Delinquent,0-30
992,23,98368,South,Credit Card,Auto Loan,2017-01-30,108372,95,34294,205759,Charged-off,90+
993,57,43259,West,Credit Card,Credit Card,2024-12-18,699914,70,30910,162969,Charged-off,60-90
994,37,173566,South,Current,Mortgage,2020-04-29,311304,10,13254,140366,Delinquent,0-30
995,37,147243,West,Current,Mortgage,2019-07-30,784684,35,31845,61496,Delinquent,30-60
996,31,80480,East,Loan,Credit Card,2017-08-03,438590,35,39432,361261,Delinquent,30-60
997,30,152004,South,Loan,Mortgage,2019-08-03,504125,35,4884,247965,Delinquent,30-60
998,21,124641,South,Loan,Credit Card,2018-06-18,157416,0,46539,316948,Current,Current
999,30,36260,East,Loan,Mortgage,2020-11-28,556412,0,47133,161891,Current,Current
1000,45,150016,West,Loan,Mortgage,2019-07-26,757844,0,26309,250553,Current,Current
1001,36,33994,West,Credit Card,Credit Card,2021-03-28,29505,0,17177,81030,Current,Current
1002,58,122677,East,Loan,Personal Loan,2020-04-02,483388,0,35506,402180,Current,Current
1003,52,35669,South,Credit Card,Credit Card,2018-01-18,604015,0,34490,455893,Current,Current
1004,45,75028,East,Current,Mortgage,2024-04-27,163545,10,28950,339584,Delinquent,0-30
1005,33,53043,North,Loan,Auto Loan,2017-08-16,659766,0,42422,330000,Current,Current
1006,63,59265,West,Current,Auto Loan,2023-10-26,382449,0,13175,348329,Current,Current
1007,36,105846,North,Credit Card,Mortgage,2018-09-10,126987,0,14599,311959,Current,Current
1008,61,128558,West,Loan,Mortgage,2020-07-20,117400,70,31938,393787,Charged-off,60-90
1009,40,135334,East,Current,Mortgage,2023-07-11,483439,95,41369,142858,Charged-off,90+
1010,48,150844,West,Loan,Personal Loan,2021-06-10,260236,0,31914,46597,Current,Current
1011,28,46443,South,Loan,Credit Card,2019-05-21,354886,50,22405,170472,Delinquent,30-60
1012,51,47715,West,Loan,Personal Loan,2024-04-14,525669,0,19455,131815,Current,Current
1013,48,53796,East,Current,Mortgage,2020-11-27,297485,120,8105,69102,Charged-off,90+
1014,49,75203,North,Credit Card,Auto Loan,2021-01-25,674197,0,43469,362184,Current,Current
1015,62,157284,East,Credit Card,Credit Card,2019-02-10,584163,20,15432,415807,Delinquent,0-30
1016,54,63179,North,Current,Mortgage,2022-11-03,606788,50,11744,487526,Delinquent,30-60
1017,57,34049,West,Loan,Credit Card,2022-10-25,726540,20,44430,58319,Delinquent,0-30
1018,62,46781,West,Credit Card,Credit Card,2020-04-23,290759,50,8745,382903,Delinquent,30-60
1019,40,133071,South,Credit Card,Auto Loan,2024-09-18,198197,0,29855,383741,Current,Current
1020,25,86541,North,Loan,Mortgage,2023-03-23,61349,0,5365,296744,Current,Current
1021,47,76590,West,Savings,Mortgage,2025-02-04,44823,0,35914,23959,Current,Current
1022,57,119700,South,Loan,Mortgage,2020-01-15,719948,0,32128,453713,Current,Current
1023,57,173290,South,Credit Card,Personal Loan,2019-02-18,617331,120,26901,399407,Charged-off,90+
1024,51,97771,East,Credit Card,Mortgage,2017-07-14,145804,10,41305,213421,Delinquent,0-30
1025,53,117341,South,Savings,Auto Loan,2018-08-10,300708,0,9999,26337,Current,Current
1026,52,132035,East,Credit Card,Personal Loan,2019-12-16,343807,0,15550,367737,Current,Current
1027,37,54384,East,Savings,Mortgage,2021-12-12,313736,120,45697,121314,Charged-off,90+
1028,63,183149,East,Credit Card,Credit Card,2017-08-03,790984,0,42755,413397,Current,Current
1029,43,147371,East,Credit Card,Auto Loan,2019-11-13,645558,0,34558,78271,Current,Current
1030,61,142661,East,Credit Card,Personal Loan,2020-12-17,539792,50,10542,284206,Delinquent,30-60
1031,57,62396,East,Current,Auto Loan,2018-07-17,774843,70,19403,70003,Charged-off,60-90
1032,37,189148,South,Savings,Credit Card,2021-03-07,502702,0,13803,229515,Current,Current
1033,38,180111,South,Savings,Mortgage,2023-04-18,484538,70,13223,477101,Charged-off,60-90
1034,34,144917,North,Credit Card,Auto Loan,2019-12-06,14524,95,11196,62863,Charged-off,90+
1035,36,131619,East,Credit Card,Mortgage,2021-06-23,526365,50,34362,292484,Delinquent,30-60
1036,44,107223,East,Current,Auto Loan,2024-10-14,623827,20,23916,288500,Delinquent,0-30
1037,59,81159,South,Credit Card,Auto Loan,2024-09-12,121229,20,6129,173725,Delinquent,0-30
1038,23,26095,North,Savings,Auto Loan,2017-11-20,433769,0,47339,345610,Current,Current
1039,33,173563,West,Credit Card,Credit Card,2024-08-07,389262,70,27011,321770,Charged-off,60-90
1040,59,71074,East,Loan,Auto Loan,2024-03-21,412077,70,3495,276178,Charged-off,60-90
1041,41,191657,South,Current,Auto Loan,2022-06-20,64245,10,39618,190718,Delinquent,0-30
1042,39,39395,West,Credit Card,Personal Loan,2019-08-22,409905,50,25048,119222,Delinquent,30-60
1043,36,109175,North,Loan,Credit Card,2021-08-08,391965,120,2686,359863,Charged-off,90+
1044,48,164514,South,Credit Card,Auto Loan,2018-06-06,320707,35,29424,460357,Delinquent,30-60
1045,25,137203,East,Savings,Auto Loan,2017-11-10,577777,0,17088,81508,Current,Current
1046,28,68661,East,Savings,Auto Loan,2019-12-18,69829,0,47897,280636,Current,Current
1047,35,47593,North,Loan,Mortgage,2020-01-08,465049,50,19493,47410,Delinquent,30-60
1048,29,75675,West,Savings,Auto Loan,2023-08-27,676130,0,15428,129304,Current,Current
1049,38,167317,East,Credit Card,Personal Loan,2018-05-18,657576,50,9798,121167,Delinquent,30-60
1050,40,87105,North,Current,Personal Loan,2020-05-08,680670,20,10937,33420,Delinquent,0-30
1051,56,107205,North,Current,Personal Loan,2017-07-22,343648,20,25144,461869,Delinquent,0-30
1052,64,51980,South,Loan,Auto Loan,2022-09-23,533833,0,7620,313490,Current,Current
1053,46,36401,South,Loan,Mortgage,2017-03-31,45280,0,37829,303974,Current,Current
1054,22,77410,East,Current,Personal Loan,2020-04-07,60763,0,34681,383811,Current,Current
1055,58,73335,East,Savings,Mortgage,2021-01-20,432887,70,47396,369554,Charged-off,60-90
1056,26,92066,North,Savings,Credit Card,2017-08-24,293866,35,22038,68839,Delinquent,30-60
1057,23,192521,East,Savings,Mortgage,2023-01-06,255070,0,37959,383775,Current,Current
1058,41,139200,West,Current,Auto Loan,2025-02-11,114587,10,44720,42630,Delinquent,0-30
1059,43,175923,East,Savings,Credit Card,2019-11-02,130500,10,2918,398681,Delinquent,0-30
1060,46,95357,South,Loan,Mortgage,2020-08-23,348875,0,31272,334423,Current,Current
1061,42,29200,West,Credit Card,Auto Loan,2017-12-24,547439,95,14394,316168,Charged-off,90+
1062,40,90138,West,Current,Mortgage,2020-08-23,445388,10,12131,20357,Delinquent,0-30
1063,50,121154,East,Current,Auto Loan,2022-10-19,723849,35,38516,408530,Delinquent,30-60
1064,52,35921,East,Current,Credit Card,2017-12-02,118490,10,24665,338693,Delinquent,0-30
1065,22,40176,East,Current,Auto Loan,2021-09-24,755866,0,42174,483370,Current,Current
1066,60,143689,West,Current,Credit Card,2019-06-03,656956,70,29190,101189,Charged-off,60-90
1067,59,178089,East,Current,Auto Loan,2017-04-22,608855,20,19058,391637,Delinquent,0-30
1068,58,142097,West,Current,Personal Loan,2017-04-10,333165,20,12235,325317,Delinquent,0-30
1069,50,96345,East,Current,Mortgage,2018-01-31,757747,70,5601,119917,Charged-off,60-90
1070,52,176733,West,Current,Credit Card,2024-10-20,208166,70,23489,296975,Charged-off,60-90
1071,47,174957,South,Current,Mortgage,2017-05-09,410979,0,38973,393988,Current,Current
1072,32,68626,East,Savings,Mortgage,2021-10-07,85189,50,23721,223730,Delinquent,30-60
1073,43,47154,East,Current,Mortgage,2018-01-13,308835,0,35676,176837,Current,Current
1074,35,112057,South,Loan,Personal Loan,2018-12-18,357294,70,16518,408711,Charged-off,60-90
1075,55,71153,South,Credit Card,Auto Loan,2017-02-06,331495,70,49566,264231,Charged-off,60-90
1076,61,160174,West,Credit Card,Personal Loan,2019-03-28,618994,0,28999,161449,Current,Current
1077,63,45538,West,Credit Card,Mortgage,2020-03-20,506574,50,1177,305062,Delinquent,30-60
1078,23,177719,West,Savings,Mortgage,2022-11-06,517483,0,19494,92203,Current,Current
1079,35,173031,South,Savings,Personal Loan,2022-11-17,666133,70,16598,443694,Charged-off,60-90
1080,25,146801,North,Current,Mortgage,2021-04-05,349783,35,12665,168660,Delinquent,30-60
1081,48,100818,North,Credit Card,Personal Loan,2018-05-24,667708,0,24218,435814,Current,Current
1082,60,65457,East,Current,Mortgage,2022-11-20,378504,0,22982,213410,Current,Current
1083,30,61634,North,Savings,Credit Card,2024-01-19,537378,70,19771,190617,Charged-off,60-90
1084,42,192570,East,Current,Credit Card,2018-07-11,698476,10,39100,329316,Delinquent,0-30
1085,23,194930,South,Current,Personal Loan,2017-03-10,110850,35,46148,281785,Delinquent,30-60
1086,59,86209,West,Current,Personal Loan,2024-11-15,179539,50,33428,157813,Delinquent,30-60
1087,58,156708,West,Savings,Auto Loan,2022-11-11,290186,20,18855,104998,Delinquent,0-30
1088,56,123682,North,Credit Card,Personal Loan,2018-09-24,384724,0,30504,489074,Current,Current
1089,64,107275,South,Loan,Personal Loan,2022-09-06,210448,70,5782,55303,Charged-off,60-90
1090,22,85641,East,Current,Personal Loan,2025-02-12,445689,70,21613,223316,Charged-off,60-90
1091,45,92663,South,Savings,Personal Loan,2020-03-13,599484,10,22459,442094,Delinquent,0-30
1092,58,69542,West,Savings,Auto Loan,2019-04-10,79379,10,5198,298655,Delinquent,0-30
1093,50,169322,South,Credit Card,Credit Card,2020-07-05,50351,0,1007,401664,Current,Current
1094,26,100892,North,Savings,Personal Loan,2022-03-18,672741,35,19268,361504,Delinquent,30-60
1095,35,158463,East,Savings,Credit Card,2018-12-14,536437,120,28443,24943,Charged-off,90+
1096,41,178182,East,Current,Personal Loan,2017-09-21,554592,0,39480,323714,Current,Current
1097,40,67745,East,Credit Card,Credit Card,2024-09-24,587315,10,35144,162689,Delinquent,0-30
1098,33,36828,North,Loan,Credit Card,2021-09-06,179168,10,47104,253732,Delinquent,0-30
1099,31,58776,North,Savings,Mortgage,2023-07-31,188191,35,49594,27143,Delinquent,30-60
1100,24,50622,North,Credit Card,Personal Loan,2017-12-28,124085,0,38051,276915,Current,Current
1101,54,94722,South,Savings,Credit Card,2021-07-20,380868,20,24544,115788,Delinquent,0-30
1102,34,35486,North,Current,Personal Loan,2019-09-04,681848,70,17896,68612,Charged-off,60-90
1103,58,29956,East,Credit Card,Personal Loan,2019-08-23,62861,0,8420,425812,Current,Current
1104,32,122116,North,Savings,Credit Card,2022-01-29,153031,0,47850,349127,Current,Current
1105,34,179102,East,Loan,Auto Loan,2018-11-12,52493,0,47013,105093,Current,Current
1106,34,79510,East,Savings,Auto Loan,2017-06-15,767036,20,10405,112777,Delinquent,0-30
1107,45,153845,West,Loan,Personal Loan,2024-09-13,367285,70,10948,281417,Charged-off,60-90
1108,39,161856,South,Loan,Personal Loan,2017-01-29,242820,20,16942,406948,Delinquent,0-30
1109,38,50536,East,Savings,Mortgage,2021-07-04,562055,70,24855,416523,Charged-off,60-90
1110,32,142317,West,Loan,Auto Loan,2019-04-04,180722,0,14972,127095,Current,Current
1111,23,149901,South,Loan,Personal Loan,2024-04-26,480819,0,20288,388682,Current,Current
1112,57,50862,West,Loan,Auto Loan,2023-07-11,702821,50,49015,338408,Delinquent,30-60
1113,29,94455,North,Loan,Mortgage,2020-05-22,709163,0,1697,325417,Current,Current
1114,49,47577,South,Current,Personal Loan,2021-12-22,580510,50,11965,349811,Delinquent,30-60
1115,48,32897,South,Current,Mortgage,2021-10-23,502969,50,26489,75280,Delinquent,30-60
1116,42,140620,West,Loan,Auto Loan,2017-02-13,88088,120,30676,455468,Charged-off,90+
1117,21,62157,South,Savings,Auto Loan,2023-11-25,592569,0,36087,267253,Current,Current
1118,32,112921,South,Savings,Credit Card,2021-05-03,691862,20,9742,166183,Delinquent,0-30
1119,24,172605,North,Savings,Auto Loan,2017-08-19,624490,50,47711,483687,Delinquent,30-60
1120,44,149295,North,Savings,Auto Loan,2019-06-30,700896,0,25936,331412,Current,Current
1121,23,175311,East,Loan,Credit Card,2022-12-22,26752,10,21034,224053,Delinquent,0-30
1122,26,183557,South,Savings,Auto Loan,2022-10-08,371719,0,15281,305591,Current,Current
1123,21,190403,North,Current,Mortgage,2022-10-01,615425,0,23791,300492,Current,Current
1124,37,67253,East,Current,Mortgage,2024-11-12,466950,0,41693,373729,Current,Current
1125,23,102360,East,Savings,Mortgage,2024-10-23,506919,0,11479,26190,Current,Current
1126,23,65511,West,Credit Card,Personal Loan,2021-08-12,368080,0,16032,438727,Current,Current
1127,29,139245,South,Loan,Personal Loan,2019-10-02,35418,0,45778,81690,Current,Current
1128,38,168810,North,Savings,Personal Loan,2024-06-08,501513,20,3904,300290,Delinquent,0-30
1129,53,160104,South,Current,Mortgage,2020-06-05,311369,0,17946,214007,Current,Current
1130,63,83097,West,Savings,Auto Loan,2020-11-17,608941,0,21478,121990,Current,Current
1131,46,57732,West,Loan,Auto Loan,2020-01-19,689760,0,45889,316484,Current,Current
1132,42,162394,East,Savings,Auto Loan,2017-10-16,564526,0,14429,402889,Current,Current
1133,21,190182,West,Savings,Mortgage,2018-07-02,568514,0,15954,297982,Current,Current
1134,39,133101,West,Savings,Credit Card,2017-03-17,152100,70,23584,90781,Charged-off,60-90
1135,26,111649,South,Savings,Mortgage,2024-12-24,761948,0,33227,261418,Current,Current
1136,46,42298,South,Savings,Credit Card,2025-02-10,791960,35,5829,467017,Delinquent,30-60
1137,41,162538,North,Credit Card,Mortgage,2022-03-31,562755,70,23975,411896,Charged-off,60-90
1138,25,33187,East,Savings,Auto Loan,2021-07-12,159047,20,17793,478258,Delinquent,0-30
1139,38,183640,West,Credit Card,Mortgage,2021-10-09,644110,20,31644,149720,Delinquent,0-30
1140,35,104922,North,Current,Auto Loan,2019-04-06,183194,0,1667,396723,Current,Current
1141,40,33424,South,Credit Card,Auto Loan,2021-05-31,110345,0,7795,131219,Current,Current
1142,48,176948,East,Loan,Mortgage,2020-09-17,518874,0,34732,388177,Current,Current
1143,57,175519,West,Savings,Auto Loan,2020-02-22,616401,0,12708,495402,Current,Current
1144,29,87058,North,Credit Card,Auto Loan,2017-01-16,223343,0,2844,355144,Current,Current
1145,46,167914,West,Savings,Mortgage,2020-12-05,332823,0,31602,479369,Current,Current
1146,40,171020,South,Credit Card,Personal Loan,2023-05-23,96520,10,32271,212356,Delinquent,0-30
1147,63,115544,West,Savings,Credit Card,2017-09-30,687206,0,7017,303453,Current,Current
1148,27,54320,North,Loan,Auto Loan,2022-04-26,466950,10,49353,460760,Delinquent,0-30
1149,29,49271,East,Savings,Mortgage,2018-06-05,531071,0,37962,325156,Current,Current
1150,53,175269,North,Loan,Auto Loan,2020-04-03,167932,50,2430,253200,Delinquent,30-60
1151,42,57553,East,Current,Mortgage,2022-05-23,773404,0,21729,199494,Current,Current
1152,21,128133,South,Savings,Credit Card,2019-09-05,30456,0,48816,50114,Current,Current
1153,28,158259,North,Loan,Mortgage,2023-08-14,719553,70,13879,310203,Charged-off,60-90
1154,54,161227,South,Current,Auto Loan,2024-11-03,556770,50,36931,381478,Delinquent,30-60
1155,59,35531,South,Savings,Personal Loan,2024-01-19,631063,0,2745,183918,Current,Current
1156,45,105082,North,Current,Credit Card,2019-08-23,106999,50,16810,265882,Delinquent,30-60
1157,53,136794,South,Loan,Credit Card,2021-10-28,65594,0,43794,167738,Current,Current
1158,29,90493,South,Savings,Personal Loan,2024-09-16,158074,35,37704,466713,Delinquent,30-60
1159,64,66826,North,Current,Credit Card,2020-12-30,314393,50,25361,155690,Delinquent,30-60
1160,64,57716,West,Savings,Auto Loan,2021-09-25,675181,70,37609,251784,Charged-off,60-90
1161,37,50151,North,Savings,Credit Card,2017-12-26,769654,0,12186,92427,Current,Current
1162,31,62047,East,Savings,Personal Loan,2018-06-26,306878,120,44491,475186,Charged-off,90+
1163,39,53958,East,Savings,Credit Card,2022-05-12,253426,0,36524,159623,Current,Current
1164,42,76270,West,Loan,Credit Card,2022-03-21,332759,50,3672,362206,Delinquent,30-60
1165,29,63860,East,Current,Credit Card,2017-08-04,702020,70,24494,299405,Charged-off,60-90
1166,30,192302,South,Current,Mortgage,2022-09-07,134894,10,20849,444738,Delinquent,0-30
1167,45,118391,North,Loan,Auto Loan,2021-02-28,461157,20,17411,54064,Delinquent,0-30
1168,41,99699,East,Loan,Personal Loan,2024-07-17,7582,0,38204,390317,Current,Current
1169,31,160598,South,Loan,Auto Loan,2017-05-17,465123,0,16812,218763,Current,Current
1170,40,117393,East,Savings,Mortgage,2019-09-17,585647,0,27542,53580,Current,Current
1171,32,94857,East,Credit Card,Credit Card,2019-10-05,449877,0,36556,246703,Current,Current
1172,59,30134,North,Loan,Mortgage,2021-08-14,602674,20,39242,190396,Delinquent,0-30
1173,35,113995,North,Loan,Personal Loan,2021-11-17,783729,0,45668,394361,Current,Current
1174,26,131942,West,Credit Card,Personal Loan,2021-01-02,555377,35,8912,217967,Delinquent,30-60
1175,37,128767,South,Savings,Auto Loan,2023-12-27,396891,0,28107,291948,Current,Current
1176,25,176014,East,Current,Credit Card,2025-02-15,263680,10,13902,416322,Delinquent,0-30
1177,35,169116,East,Loan,Credit Card,2017-07-30,106994,0,49325,321366,Current,Current
1178,52,51607,East,Credit Card,Credit Card,2017-04-04,357781,10,24252,33798,Delinquent,0-30
1179,23,62248,North,Current,Auto Loan,2023-07-21,533273,0,26073,454395,Current,Current
1180,23,98877,North,Loan,Personal Loan,2022-07-27,769784,0,12544,157441,Current,Current
1181,35,110888,East,Loan,Personal Loan,2017-03-05,160790,35,26744,377709,Delinquent,30-60
1182,52,146505,South,Savings,Auto Loan,2021-11-10,54486,20,6779,360723,Delinquent,0-30
1183,28,52269,South,Credit Card,Personal Loan,2023-08-08,39465,70,29716,252146,Charged-off,60-90
1184,26,198408,South,Current,Personal Loan,2020-07-18,23646,95,29214,263946,Charged-off,90+
1185,25,117765,South,Credit Card,Personal Loan,2017-11-07,140336,0,28620,21638,Current,Current
1186,36,119252,East,Loan,Auto Loan,2017-03-01,455923,0,16991,61447,Current,Current
1187,37,96964,North,Savings,Credit Card,2019-12-12,244154,50,38248,488374,Delinquent,30-60
1188,59,108834,South,Loan,Mortgage,2024-11-24,150934,0,42237,444599,Current,Current
1189,25,54652,East,Savings,Credit Card,2018-07-16,694210,10,48927,272375,Delinquent,0-30
1190,44,157485,West,Savings,Mortgage,2020-06-20,706460,0,9054,374042,Current,Current
1191,47,153335,East,Loan,Auto Loan,2020-04-21,109531,20,42747,241130,Delinquent,0-30
1192,45,143375,East,Current,Mortgage,2018-10-26,181965,35,5734,41685,Delinquent,30-60
1193,41,108367,North,Loan,Credit Card,2021-01-25,768666,120,49234,452765,Charged-off,90+
1194,28,156005,South,Current,Personal Loan,2024-11-25,63002,50,20956,163506,Delinquent,30-60
1195,54,77238,North,Credit Card,Personal Loan,2022-03-17,302021,20,37973,435316,Delinquent,0-30
1196,35,122994,East,Loan,Personal Loan,2020-09-23,762107,0,15715,301273,Current,Current
1197,55,25140,North,Savings,Credit Card,2020-05-28,446370,0,33505,445862,Current,Current
1198,46,26319,West,Current,Personal Loan,2022-11-27,472054,0,8295,417873,Current,Current
1199,56,124386,North,Credit Card,Personal Loan,2018-06-16,560977,0,3667,245230,Current,Current
1200,54,46409,North,Credit Card,Credit Card,2017-04-13,665962,20,43054,475302,Delinquent,0-30
1201,55,42437,West,Loan,Mortgage,2023-04-19,730074,35,4136,383598,Delinquent,30-60
1202,35,26324,North,Loan,Personal Loan,2019-07-14,544220,10,29300,262979,Delinquent,0-30
